,gene,pvalue,pvaladj_BH,reject_BH,pvaladj_B,reject_B,percent_variance,total_variance,significant,regev_ccd,diana_ccd,diana_nonccd
59,ATF4,3.6166639087774275e-10,3.637125939378714e-09,True,5.142896078281502e-06,True,0.07702042631480897,0.025991846,False,False,False,False
60,INO80C,0.006768170926170558,0.015580927727075495,False,96.24339057014534,False,0.0237328649039377,0.02504152,False,False,False,False
61,PLCB4,2.459750080966862e-05,0.00010729339310229687,True,0.3497764615134878,False,0.025062760460805304,0.015760103,False,False,False,False
62,TMEM219,0.0198027290723837,0.03934536920627305,False,281.5948074092962,False,0.031565530001351066,0.014343553,False,False,False,False
63,RBPMS2,1.4032123172969245e-08,1.1147306788805735e-07,True,0.00019953679151962268,True,0.03719781886980655,0.018847296,False,False,False,False
64,RNF34,0.23197086495171138,0.30946858988773207,False,3298.6256996133357,False,0.009093500330718809,0.038096283,False,False,False,False
65,MCM8,4.178409049096759e-35,2.8026875791582976e-33,True,5.941697667815591e-31,True,0.14800521736096706,0.010052078,True,False,False,False
66,PAIP1,0.0003992045606301578,0.0012954561506528625,True,5.6766888521608445,False,0.0192873056382848,0.02350845,False,False,False,True
67,CDCA2,1.227584913799421e-94,7.273440614261569e-92,True,1.7456257474227767e-90,True,0.47302338970950814,0.048724443,True,True,True,False
68,SLC6A15,0.007351352920757405,0.016720447622068185,False,104.53623853317029,False,0.017537759605564716,0.023645565,False,False,False,False
69,MCL1,9.72465569475965e-10,9.243623260660576e-09,True,1.382846039794822e-05,True,0.06774094903123301,0.019227184,False,False,False,True
70,SLC25A25-AS1,0.20527339111828308,0.27996898963914796,False,2918.9876217019855,False,0.009818756279933567,0.006035661,False,False,False,False
71,SRI,0.00823927077888962,0.018488627185704654,False,117.16243047581038,False,0.019359322224740037,0.010121538,False,False,False,True
72,TFEB,2.758483034698107e-06,1.4796540457716743e-05,True,0.039225628753407085,False,0.03642574876724833,0.018308358,False,False,False,False
73,RYR2,0.805813717663077,0.8424873954245242,False,11458.671065168954,False,0.008527285027473287,0.0016607387,False,False,False,False
74,DDX42,0.14627539494366526,0.21209708535728763,False,2080.03611609892,False,0.009940476444779545,0.02140545,False,False,False,False
75,LINC00511,9.382015262905386e-11,1.0168617152325807e-09,True,1.3341225703851459e-06,True,0.07722282254152248,0.017659348,False,False,False,False
76,MROH6,7.527554083478788e-05,0.0002959408876612341,True,1.0704181906706838,False,0.019949908673783694,0.011482706,False,False,False,False
77,KNG1,0.010697102350040214,0.023078864423846435,False,152.11279541757185,False,0.011070665904851604,0.019648682,False,False,False,False
78,TNIP1,0.18405049438837823,0.2558605953859359,False,2617.198030202738,False,0.0176842905336025,0.017210035,False,False,False,False
79,EXTL2,0.12438585753624015,0.18560223403972564,False,1768.7668941653349,False,0.008314397406988812,0.033834804,False,False,False,False
80,IRAK4,0.05588359197063774,0.09487400642579617,False,794.6646778224687,False,0.008878854583638102,0.014906553,False,False,False,False
81,GUCA1B,0.023067886364500287,0.044898076115958675,False,328.0253441031941,False,0.015154847720447335,0.004377841,False,False,False,False
82,ITGA7,0.005975814508026802,0.013990135380991297,False,84.97608230414113,False,0.028058711395635164,0.009064444,False,False,False,False
83,H2AFZ,2.185149111160383e-11,2.5365567641388286e-10,True,3.107282036070065e-07,True,0.1488149361484412,0.009833723,True,False,False,False
84,ABCE1,0.0005581576567745146,0.0017428638294540182,True,7.937001879333598,False,0.017570093266706336,0.024022393,False,False,False,True
85,GPN1,0.010063331545241314,0.021897563056362892,False,143.10057457333147,False,0.024204751233766596,0.022174895,False,False,False,False
86,MORF4L2,7.747341066281598e-13,1.0951012918739993e-11,True,1.1016718996252432e-08,True,0.04943095209893626,0.01394417,False,False,False,False
87,CCDC88A,1.3671754293997292e-09,1.2714999742357194e-08,True,1.9441234606064148e-05,True,0.055293507207859124,0.01689705,False,False,False,False
88,EIF3J,0.014653985054871938,0.030407072447144166,False,208.37966748027895,False,0.017631846819950135,0.01477065,False,False,False,False
89,YARS,3.0091247813845006e-06,1.6014129637457933e-05,True,0.0427897543912876,False,0.05300723845260627,0.024220027,False,False,False,False
90,IQGAP1,0.003732056540189357,0.009308865813277084,True,53.069844001492655,False,0.02051209302428897,0.027474228,False,False,False,False
91,MOV10,9.758467409659684e-05,0.00037216589906892964,True,1.3876540656536072,False,0.02290156679010317,0.033340205,False,False,False,False
92,PRPF18,0.3394422109916202,0.4207887926336709,False,4826.868240300839,False,0.01811200700535209,0.008601643,False,False,False,False
93,PAPSS2,0.00012940647178220398,0.00048008349301929045,True,1.8401600287429405,False,0.024560659430059098,0.034140512,False,False,False,True
94,SBSPON,0.002121441401803485,0.0056513482078766495,True,30.166896733645554,False,0.023207990022029383,0.00883718,False,False,False,False
95,MAX,1.1378766277130007e-05,5.3667017068254965e-05,True,0.16180605646078872,False,0.030788282698062275,0.02622948,False,False,False,False
96,SRP9,0.2208523053945023,0.2978772439258107,False,3140.5197827098227,False,0.024879725496294476,0.016760364,False,False,False,False
97,TXNDC12,2.3044735972586495e-05,0.00010107839158858111,True,0.32769614553017995,False,0.06377838002605879,0.006699276,False,False,False,False
98,PTDSS1,1.8446691340003443e-09,1.672907849839598e-08,True,2.6231195085484896e-05,True,0.038073470871192915,0.03037404,False,False,False,False
99,COPZ2,0.06522338803886396,0.10816053386736392,False,927.4765779126456,False,0.0164107555293764,0.035137817,False,False,False,False
100,CWC15,0.003348467634775828,0.008461089380312058,True,47.61520976651228,False,0.015077905008729792,0.019716257,False,False,False,False
101,MTSS1,0.045708497187286985,0.08012485987039006,False,649.974830003221,False,0.008301149463672148,0.014441676,False,False,False,False
102,KIAA0586,5.756992109687921e-10,5.653620704403469e-09,True,8.186442779976224e-06,True,0.05959896226433671,0.021329554,False,False,False,False
103,SNX17,0.26899305947988805,0.34906746722066145,False,3825.081305804008,False,0.019482414440003988,0.021390792,False,False,False,True
104,RIMS3,3.0056706876469615e-05,0.000128736858970903,True,0.4274063717833979,False,0.028456764704694874,0.022536345,False,False,False,False
105,RNF144A,1.2842689579657636e-15,2.4382249108508892e-14,True,1.826230458227316e-11,True,0.054052938664377506,0.029439198,False,False,False,False
106,KIAA0232,0.3168732919808882,0.3982855099231003,False,4505.9382119682305,False,0.01467895211029889,0.02075394,False,False,False,False
107,SRRT,0.0009090685838684525,0.002695923933808007,True,12.926955262609393,False,0.025490542023989392,0.022358654,False,False,False,False
108,RASSF2,7.240702118017023e-07,4.315288521299332e-06,True,0.010296278411820207,False,0.05176070459592408,0.003911404,False,False,False,False
109,DYNC2LI1,8.203957194351064e-05,0.0003197924103719082,True,1.1666027130367214,False,0.01825986676896992,0.02149442,False,False,False,False
110,VEGFA,0.16910606039110657,0.2387261172204443,False,2404.6881787615353,False,0.009875181993515695,0.015868459,False,False,False,False
111,MAPKAPK2,0.00022056858917288423,0.0007706352181912564,True,3.1364853380384137,False,0.014822692320387486,0.01926563,False,False,False,False
112,RPS6KA5,0.2251855470351911,0.3026595915728183,False,3202.1384788404175,False,0.01003403536336022,0.0221263,False,False,False,False
113,AIMP1,0.0012438231231994253,0.003536725617255714,True,17.687164811895826,False,0.029556398521225477,0.01297811,False,False,False,False
114,NUMBL,1.934394927419214e-08,1.505588170109536e-07,True,0.00027507095867901224,True,0.0469320009207809,0.030023608,False,False,False,False
115,MPHOSPH10,0.08673932730115373,0.13746461503109794,False,1233.433234222406,False,0.010537838482391843,0.02343333,False,False,False,False
116,RABEP1,0.08248839323205792,0.1317960619954903,False,1172.9849517598636,False,0.006609563446775708,0.023884403,False,False,False,False
117,CAPRIN1,0.38862572829677966,0.46956052819952476,False,5526.257856380207,False,0.006066362624254676,0.020398067,False,False,False,False
118,CRLF1,0.6019494890383152,0.6684149409749214,False,8559.721734124843,False,0.014057534841323955,0.0042392923,False,False,False,False
119,CCPG1,0.8693365991173329,0.895275669137346,False,12361.966439448473,False,0.012663477973145643,0.009850437,False,False,False,False
120,DLG5,0.8652112069852396,0.8920198173873175,False,12303.303363330107,False,0.006922897699779503,0.015364434,False,False,False,False
121,ZFAND5,0.00029824174319858387,0.001000943494992651,True,4.240997588283863,False,0.02776097001374663,0.021398526,False,False,False,False
122,SMAD9,0.3560193072471229,0.43773566363692107,False,5062.594549054087,False,0.01220098612534561,0.011547395,False,False,False,False
123,GDF15,0.2233675075854813,0.3005285228371221,False,3176.285957865544,False,0.01159097445940589,0.0054231705,False,False,False,False
124,ZNF124,0.12326442098739643,0.18408108238193416,False,1752.8200664407773,False,0.012023971785802928,0.03154064,False,False,False,False
125,ROCK2,0.0033427267977131155,0.008450413344618756,True,47.533575063480505,False,0.019487677909315684,0.0068028406,False,False,False,False
126,CCIN,0.2621726549049873,0.3422623210033104,False,3728.0951527489196,False,0.008481276486406354,0.021517336,False,False,False,False
127,UQCRFS1,0.0005410864899490892,0.001696637240810595,True,7.694249887076048,False,0.015216208416492199,0.011978758,False,False,False,False
128,UCHL3,3.777106829606685e-05,0.00015815800682275342,True,0.5371045911700706,False,0.029353268276854874,0.028621053,False,False,False,True
129,CAMTA1,0.04466511633860678,0.07867434093087927,False,635.1379543349884,False,0.013624564626652515,0.008581513,False,False,False,False
130,BDNF,0.26740509774722715,0.3474507026649826,False,3802.50048996557,False,0.0629538111206732,0.016350731,False,False,False,False
131,ARMCX6,0.005535346986158907,0.013129639730291196,False,78.71263414317966,False,0.010410554870445322,0.025680652,False,False,False,False
132,CHMP4B,0.015908161724810868,0.032713529967723864,False,226.21405972681055,False,0.012341632002925393,0.018702934,False,False,False,False
133,SPDYA,0.010173214128298351,0.02210411260767495,False,144.66310490440256,False,0.012708176975515519,0.0093558235,False,False,False,False
134,MRPL43,1.07367873034616e-09,1.016492113550093e-08,True,1.5267711545522398e-05,True,0.030252198599825978,0.016947748,False,False,False,False
135,ADD1,0.0009474054270795916,0.0027962028171589445,True,13.472105173071792,False,0.015390264232196358,0.030267548,False,False,False,False
136,PIGN,0.15964331811332164,0.22773563041667208,False,2270.1279835714336,False,0.01049051457030771,0.014900729,False,False,False,False
137,PSME1,1.1804858703166732e-06,6.7497020811833904e-06,True,0.01678650907590309,False,0.01562268886178184,0.020297643,False,False,False,False
138,CDK5RAP3,0.002087129973821099,0.0055745657828204405,True,29.678988227736028,False,0.013621075421108596,0.011510187,False,False,False,False
139,EXD2,2.4420190776767414e-06,1.3223728592750672e-05,True,0.03472551128456326,False,0.030134216829108593,0.033459295,False,False,False,False
140,GPR107,0.40524616794302815,0.4859673223266875,False,5762.600508149861,False,0.009510665911809768,0.027768498,False,False,False,False
141,NKAPD1,0.0003622184118252878,0.001187354959925217,True,5.150745816155593,False,0.014844072895516041,0.027405512,False,False,False,False
142,PCCB,0.7847073196520046,0.8248475817158121,False,11158.538085451504,False,0.008061298867844562,0.035761934,False,False,False,False
143,DBF4B,6.022435994414651e-28,2.6678828610771444e-26,True,8.563903984057634e-24,True,0.16862787539945437,0.033803858,True,False,False,False
144,CCNL2,0.281903550833867,0.3625457622191904,False,4008.6684928575883,False,0.0280296018567929,0.026314244,False,False,False,False
145,IFT74,4.6486678383968664e-05,0.0001915504394726266,True,0.6610405666200344,False,0.023117146431315024,0.016157402,False,False,False,False
146,XYLT1,0.024433964858539586,0.04712477692776792,False,347.4509802884329,False,0.02552250671471225,0.021963341,False,False,False,False
147,EDC3,0.19454074656804263,0.26777363432364404,False,2766.3694161975664,False,0.009401026258314822,0.024153488,False,False,False,False
148,ZNF485,0.4815759917455029,0.5579281898827645,False,6848.0106026210515,False,0.006359381031219426,0.022802247,False,False,False,False
149,DSC2,0.015041002360702915,0.031114788124701115,False,213.88305356919545,False,0.017010109777188826,0.00655863,False,False,False,False
150,NFYB,0.027827388995936158,0.052711532106329055,False,395.7054715222122,False,0.02094056264110595,0.023800489,False,False,False,False
151,RBM10,5.75798479841319e-08,4.1457490548574967e-07,True,0.0008187854383343556,True,0.04968968377101848,0.03461674,False,False,False,False
152,AGA,0.9838556203772156,0.986909348318567,False,13990.426921764007,False,0.00652397867631912,0.008802256,False,False,False,False
153,ADSL,2.4922313630739582e-06,1.3454643121834354e-05,True,0.03543952998291169,False,0.04015068914575244,0.015924806,False,False,False,False
154,CEP57,8.268416547697575e-12,1.0153444154426555e-10,True,1.1757688330825952e-07,True,0.04266117281553278,0.034967296,False,False,False,False
155,ZNF691,0.2763251113303038,0.3567876562393224,False,3929.34308311692,False,0.011485972971291818,0.038679976,False,False,False,False
156,ARHGEF38,0.8575400087261466,0.8852427531096773,False,12194.218924085804,False,0.005650037841844716,0.014462811,False,False,False,False
157,PRPF4,0.00028729534588145945,0.0009696985090041191,True,4.0853398184343535,False,0.01974090330923703,0.012085584,False,False,False,False
158,DTNB,0.09566957238848278,0.14908877876371684,False,1360.4213193642252,False,0.012835460595839362,0.016504698,False,False,False,False
159,RAB2A,1.8048658332913516e-11,2.1158443651610074e-10,True,2.566519214940302e-07,True,0.04058128836403198,0.01889187,False,False,False,False
160,SCAPER,1.4861071896857807e-08,1.1740246798517667e-07,True,0.000211324442373318,True,0.04192450966578074,0.00729536,False,False,False,True
161,CDSN,0.5055505979143832,0.5805951786740856,False,7188.929502342528,False,0.01343562455144328,0.00505042,False,False,False,False
162,FIGNL1,4.083884786197477e-10,4.078148992958435e-09,True,5.807284165972812e-06,True,0.044496057207800914,0.026799906,False,False,False,False
163,RRM2B,0.0016133519960673096,0.004443514503985502,True,22.941865384077143,False,0.024267005096295924,0.021628268,False,False,False,False
164,IKBKE,4.48904692171567e-05,0.00018534914990359124,True,0.6383424722679683,False,0.026314525560608593,0.026696257,False,False,False,False
165,SSX2IP,4.135528528221614e-09,3.536212608016317e-08,True,5.880721567131135e-05,True,0.03509357592890036,0.031443253,False,False,False,False
166,ZNF490,0.05561183115094248,0.09452548876002893,False,790.800238966402,False,0.014311783128652767,0.016478965,False,False,False,False
167,ZNF512B,0.23442028904796924,0.312355370151998,False,3333.4565102621227,False,0.008699967286553093,0.02674965,False,False,False,False
168,RPL17,0.016775691038928727,0.03426954842315278,False,238.5503265735665,False,0.019939760811776244,0.006802009,False,False,False,False
169,PEX26,0.2842304321406576,0.3648124149327692,False,4041.7567450401507,False,0.012840166662172883,0.024696758,False,False,False,False
170,TUBB6,1.2167415682699825e-30,6.455994440596699e-29,True,1.7302065100799153e-26,True,0.1745480575832011,0.012574493,True,False,False,False
171,MOCS2,0.5210803934656116,0.5953529804821628,False,7409.763195080997,False,0.02647919059125652,0.0038217283,False,False,False,False
172,PAN3,0.05807553738821207,0.09809171417750037,False,825.8341416603756,False,0.014386630993793545,0.008949544,False,False,False,False
173,ADAM15,1.4165581994082216e-06,7.993435553803535e-06,True,0.02014345759558491,False,0.04303229068947048,0.033261336,False,False,False,False
174,STK26,0.002822520185161996,0.007296171065806869,True,40.13623703300359,False,0.01659546078615044,0.031622354,False,False,True,False
175,NDRG2,0.2046488137960897,0.2792808188272933,False,2910.1061321803954,False,0.01670401449195451,0.031205202,False,False,False,False
176,SYF2,8.637625344124951e-12,1.0552150549266049e-10,True,1.228270323934568e-07,True,0.0370322153379541,0.026251262,False,False,False,False
177,PLD3,8.643602296246622e-05,0.0003351841414034005,True,1.2291202465262696,False,0.03635370438909697,0.017245563,False,False,False,False
178,SNUPN,2.9617160979301697e-07,1.8885920588595072e-06,True,0.0042115602912567015,True,0.031999230998351884,0.025328774,False,False,False,False
179,PSMD9,1.024679967793944e-05,4.889298273118826e-05,True,0.14570949142029885,False,0.03081644159989606,0.023558877,False,False,False,False
180,ATP7B,0.14016989762119655,0.20504227385797913,False,1993.215944173415,False,0.009540046804007956,0.018122053,False,False,False,False
181,AGTPBP1,0.2827573199483751,0.363315179331878,False,4020.809089665894,False,0.007402024441832632,0.027383715,False,False,False,False
182,TRAPPC6B,0.0014830433860527406,0.004129406099406691,True,21.08887694966997,False,0.014243097490477802,0.011279543,False,False,False,False
183,CNTNAP3B,0.028564185396729537,0.0539132886038617,False,406.18271634149403,False,0.008913445092807417,0.013906776,False,False,False,False
184,PLEKHN1,0.1867506162458061,0.2590317755574876,False,2655.593763015363,False,0.013286225962195818,0.009449944,False,False,False,False
185,PRR5L,0.00011812620781143714,0.0004416919997577271,True,1.679754675078636,False,0.037742533850828444,0.019776536,False,False,True,False
186,TMEM68,0.00958901492157992,0.021032823104252113,False,136.35579218486646,False,0.015068730878314547,0.023206439,False,False,False,False
187,DLK2,0.0026046855365258704,0.006794831834415314,True,37.03862832939788,False,0.04082881704494943,0.01674045,False,False,False,True
188,HMGCS1,3.0890662281016105e-09,2.6915760884561824e-08,True,4.39265217636049e-05,True,0.04906019253172596,0.007756072,False,False,False,True
189,ANKRD33B,0.04215126900120068,0.0750270428335303,False,599.3910451970736,False,0.008983640184267972,0.021630533,False,False,False,False
190,SLC25A17,1.3253638806724704e-06,7.5146229597936715e-06,True,0.01884667438316253,False,0.024511141527519233,0.03680007,False,False,False,False
191,SH3YL1,0.03771233442109012,0.0682710879017061,False,536.2693954679015,False,0.017865138854283584,0.011168765,False,False,False,False
192,SLC66A3,0.002394072237400532,0.0063032229616433195,True,34.04370721583557,False,0.020283429602211498,0.018852461,False,False,False,False
193,LINC00632,1.5177117047252101e-05,6.975391222104876e-05,True,0.21581860441192488,False,0.02883406225893984,0.012228654,False,False,False,False
194,UQCRHL,0.007616937716460943,0.017237469729483604,False,108.31285432807462,False,0.021042154011603195,0.011840328,False,False,False,False
195,DMKN,0.13905294869330248,0.20370175444717847,False,1977.3329304187612,False,0.024931466841417338,0.035382256,False,False,False,False
196,NOS1AP,0.0002200919327016596,0.0007691588309210124,True,3.1297072830175994,False,0.023977437850800754,0.01577094,False,False,False,False
197,NEDD1,2.3512875642327484e-15,4.3309985962940006e-14,True,3.343530916338968e-11,True,0.07790522556968839,0.023242036,False,False,False,False
198,ZNF550,0.361388706199284,0.442800453000364,False,5138.947402153818,False,0.012688292013718233,0.019324532,False,False,False,False
199,HOMER1,0.00010653417341503132,0.00040268898085107533,True,1.5149159459617454,False,0.025062214901228962,0.037768915,False,False,False,True
200,MFF,0.799717248093617,0.8374064262070128,False,11371.979267891234,False,0.008177630522220746,0.020143256,False,False,False,True
201,NBPF20,0.11847642427982333,0.17793987677007686,False,1684.7347532590877,False,0.006239105226399098,0.015791442,False,False,False,False
202,TP53,0.1073485843562156,0.16376964591196072,False,1526.4968695453858,False,0.017171091144081392,0.04960891,False,False,False,False
203,NKD2,0.12035629789444331,0.180344210332875,False,1711.466556058984,False,0.010200969358652764,0.0033210334,False,False,False,False
204,RAB18,0.25554835832256206,0.33532321263696896,False,3633.8976553468324,False,0.006083147895600748,0.015662584,False,False,False,False
205,CROCCP3,0.029768721349405336,0.055867918383072965,False,423.31121758854385,False,0.014779688171411521,0.0042213835,False,False,False,False
206,EYA1,0.01398179908354224,0.029195474738321684,False,198.82118296797066,False,0.020746338250934124,0.0050075785,False,False,False,False
207,CSE1L,2.2895683189342528e-38,1.7598735943375717e-36,True,3.2557661495245074e-34,True,0.2146403837559587,0.017914867,True,False,False,True
208,USPL1,0.02361473983000294,0.04576824320330405,False,335.8016003826418,False,0.018457432600227152,0.022739673,False,False,False,False
209,ALG3,0.10038871780403942,0.15496391306702567,False,1427.5275671734405,False,0.02689810117900833,0.019425245,False,False,False,False
210,CROCCP2,0.5676181026162248,0.6376119297892975,False,8071.529419202717,False,0.00674240625114252,0.015608033,False,False,False,False
211,GPLD1,0.7086832786504502,0.7616079862068751,False,10077.476222409403,False,0.007101320204886812,0.010303953,False,False,False,False
212,INAFM1,0.0012605047030689754,0.0035791487375480893,True,17.92437687764083,False,0.013585128106145447,0.025024889,False,False,False,False
213,PEX1,0.07682948524528989,0.12420592089450001,False,1092.5152801880222,False,0.020387731092693023,0.0072826142,False,False,False,False
214,CRIP2,1.4154997064534386e-05,6.552215438075487e-05,True,0.20128405825767898,False,0.04620424007703451,0.02783868,False,False,False,False
215,CNN1,1.7225167798291004e-05,7.803182099130235e-05,True,0.2449418860916981,False,0.03162081153357513,0.027092611,False,False,False,True
216,PPP3CA,0.006326225589848674,0.014696769790499616,False,89.95892788764814,False,0.029382795412598327,0.008786214,False,False,False,False
