well_plate,Antibody,ENSG,,,,,,,,
A03_6720,HPA027169,ENSG00000164649,,,,,,,,
A03_6721,HPA019649,ENSG00000117448,,,,,,,,
A03_6722,HPA017017,ENSG00000111144,,,,,,,,
A03_6724,HPA020653,ENSG00000179299,,,,,,,,
A03_6725,HPA019788,ENSG00000143344,,,,,,,,
A03_6731,HPA020637,ENSG00000008311,,,,,,,,
A03_6734,HPA001426,ENSG00000100600,,,,,,,,
A03_6735,HPA006764,ENSG00000060971,,,,,,,,
A03_6736,HPA017913,ENSG00000204291,,,,,,,,
A03_6745,HPA042719,ENSG00000168393,,,,,,,,
A03_75846286,HPA058025,ENSG00000138050,,,,,,,,
A04_55185977,HPA002064,ENSG00000147256,,,,,,,,
A04_55195978,HPA011216,ENSG00000116031,,,,,,,,
A04_55205980,HPA027128,ENSG00000120278,,,,,,,,
A04_55215982,HPA037431,ENSG00000176928,,,,,,,,
A04_55225983,HPA040809,ENSG00000078328,,,,,,,,
A04_55235979,HPA020965,ENSG00000147874,,,,,,,,
A04_55245981,HPA031013,ENSG00000064933,,,,,,,,
A04_55335984,HPA043870,ENSG00000096968,,,,,,,,
A04_55345985,HPA047931,ENSG00000179918,,,,,,,,
A04_55355986,HPA051772,ENSG00000181513,,,,,,,,
A04_55375988,HPA059486,ENSG00000116793,,,,,,,,
A04_55395990,HPA069323,ENSG00000158125,,,,,,,,
A04_55405991,HPA041981,ENSG00000073578,,,,,,,,
A04_6717,HPA030676,ENSG00000027001,,,,,,,,
A04_6718,HPA030443,ENSG00000148498,,,,,,,,
A04_6719,HPA038505,ENSG00000166439,,,,,,,,
A04_6720,HPA035011,ENSG00000081154,,,,,,,,
A04_6721,HPA024689,ENSG00000185015,,,,,,,,
A04_6722,HPA021878,ENSG00000141543,,,,,,,,
A04_6724,HPA023034,ENSG00000185813,,,,,,,,
A04_6725,HPA023314,ENSG00000176974,,,,,,,,
A04_6731,HPA027453,ENSG00000163482,,,,,,,,
A04_6734,HPA002087,ENSG00000138795,,,,,,,,
A04_6735,HPA007425,ENSG00000117480,,,,,,,,
A04_6736,HPA018909,ENSG00000189283,,,,,,,,
A04_6745,HPA043879,ENSG00000154370,,,,,,,,
A04_75836284,HPA016051,ENSG00000136404,,,,,,,,
A05_55185977,HPA003008,ENSG00000121152,,,,,,,,
A05_55195978,HPA012611,ENSG00000136114,,,,,,,,
A05_55205980,HPA027555,ENSG00000100479,,,,,,,,
A05_55215982,HPA037704,ENSG00000041802,,,,,,,,
A05_55225983,HPA040923,ENSG00000152229,,,,,,,,
A05_55235979,HPA021594,ENSG00000187607,,,,,,,,
A05_55335984,HPA044254,ENSG00000006704,,,,,,,,
A05_55345985,HPA048362,ENSG00000211450,,,,,,,,
A05_55355986,HPA052224,ENSG00000158480,,,,,,,,
A05_55365987,HPA056054,ENSG00000082482,,,,,,,,
A05_55375988,HPA059921,ENSG00000134602,,,,,,,,
A05_55385989,HPA064161,ENSG00000135119,,,,,,,,
A05_55395990,HPA069694,ENSG00000241484,,,,,,,,
A05_55405991,HPA051150,ENSG00000108602,,,,,,,,
A05_6717,HPA039860,ENSG00000053702,,,,,,,,
A05_6718,HPA040149,ENSG00000139344,,,,,,,,
A05_6719,HPA047132,ENSG00000233927,,,,,,,,
A05_6720,HPA037502,ENSG00000109576,,,,,,,,
A05_6721,HPA028024,ENSG00000122218,,,,,,,,
A05_6722,HPA028516,ENSG00000106683,,,,,,,,
A05_6724,HPA035428,ENSG00000161217,,,,,,,,
A05_6725,HPA029209,ENSG00000100614,,,,,,,,
A05_6731,HPA030046,ENSG00000090686,,,,,,,,
A05_6734,HPA002637,ENSG00000105810,,,,,,,,
A05_6735,HPA007831,ENSG00000182054,,,,,,,,
A05_6736,HPA019698,ENSG00000101290,,,,,,,,
A05_6745,HPA047240,ENSG00000198380,,,,,,,,
A06_55195978,HPA013341,ENSG00000157103,,,,,,,,
A06_55205980,HPA028077,ENSG00000157191,,,,,,,,
A06_55215982,HPA037880,ENSG00000180104,,,,,,,,
A06_55225983,HPA041117,ENSG00000110104,,,,,,,,
A06_55235979,HPA022040,ENSG00000124813,,,,,,,,
A06_55245981,HPA031531,ENSG00000077549,,,,,,,,
A06_55335984,HPA044505,ENSG00000141506,,,,,,,,
A06_55345985,HPA048668,ENSG00000274349,,,,,,,,
A06_55355986,HPA052757,ENSG00000185507,,,,,,,,
A06_55375988,HPA060290,ENSG00000161956,,,,,,,,
A06_55395990,HPA070252,ENSG00000160539,,,,,,,,
A06_55405991,HPA055256,ENSG00000122642,,,,,,,,
A06_6717,HPA051690,ENSG00000111615,,,,,,,,
A06_6718,HPA042294,ENSG00000138778,,,,,,,,
A06_6719,HPA052043,ENSG00000169131,,,,,,,,
A06_6720,HPA041458,ENSG00000196177,,,,,,,,
A06_6721,HPA031274,ENSG00000132423,,,,,,,,
A06_6722,HPA035017,ENSG00000114982,,,,,,,,
A06_6724,HPA038223,ENSG00000138382,,,,,,,,
A06_6725,HPA031671,ENSG00000138777,,,,,,,,
A06_6731,HPA036178,ENSG00000114491,,,,,,,,
A06_6734,HPA003336,ENSG00000130829,,,,,,,,
A06_6735,HPA008237,ENSG00000172939,,,,,,,,
A06_6736,HPA022144,ENSG00000033627,,,,,,,,
A06_6745,HPA048742,ENSG00000166135,,,,,,,,
A06_75846286,HPA069701,ENSG00000197712,,,,,,,,
A07_55195978,HPA014711,ENSG00000213853,,,,,,,,
A07_55205980,HPA028308,ENSG00000162396,,,,,,,,
A07_55215982,HPA038186,ENSG00000159335,,,,,,,,
A07_55225983,HPA041454,ENSG00000112149,,,,,,,,
A07_55235979,HPA022888,ENSG00000166263,,,,,,,,
A07_55245981,HPA031824,ENSG00000154079,,,,,,,,
A07_55345985,HPA049112,ENSG00000136866,,,,,,,,
A07_55355986,HPA053245,ENSG00000139304,,,,,,,,
A07_55365987,HPA056991,ENSG00000071889,,,,,,,,
A07_55375988,HPA060841,ENSG00000198517,,,,,,,,
A07_55385989,HPA064763,ENSG00000174282,,,,,,,,
A07_55395990,HPA070839,ENSG00000169297,,,,,,,,
A07_55405991,HPA062351,ENSG00000069275,,,,,,,,
A07_6717,HPA053470,ENSG00000010704,,,,,,,,
A07_6718,HPA047703,ENSG00000162981,,,,,,,,
A07_6719,HPA056030,ENSG00000131095,,,,,,,,
A07_6720,HPA049461,ENSG00000162433,,,,,,,,
A07_6721,HPA036029,ENSG00000164039,,,,,,,,
A07_6722,HPA039304,ENSG00000126749,,,,,,,,
A07_6724,HPA041600,ENSG00000119421,,,,,,,,
A07_6725,HPA036828,ENSG00000151576,,,,,,,,
A07_6731,HPA037981,ENSG00000132164,,,,,,,,
A07_6734,HPA004186,ENSG00000108262,,,,,,,,
A07_6735,HPA008874,ENSG00000079459,,,,,,,,
A07_6736,HPA024613,ENSG00000116918,,,,,,,,
A07_6745,HPA050894,ENSG00000130254,,,,,,,,
A07_75836284,HPA030769,ENSG00000130635,,,,,,,,
A07_75846286,HPA037845,ENSG00000165730,,,,,,,,
A08_55185977,HPA005679,ENSG00000164120,,,,,,,,
A08_55195978,HPA015325,ENSG00000059758,,,,,,,,
A08_55205980,HPA028507,ENSG00000181450,,,,,,,,
A08_55215982,HPA038513,ENSG00000061794,,,,,,,,
A08_55225983,HPA041690,ENSG00000183044,,,,,,,,
A08_55235979,HPA023225,ENSG00000162302,,,,,,,,
A08_55245981,HPA032097,ENSG00000011021,,,,,,,,
A08_55335984,HPA045278,ENSG00000215114,,,,,,,,
A08_55345985,HPA049449,ENSG00000181035,,,,,,,,
A08_55355986,HPA053745,ENSG00000113558,,,,,,,,
A08_55375988,HPA061088,ENSG00000158615,,,,,,,,
A08_55385989,HPA065167,ENSG00000071894,,,,,,,,
A08_55395990,HPA071264,ENSG00000177990,,,,,,,,
A08_55405991,HPA074173,ENSG00000067365,,,,,,,,
A08_6717,HPA059286,ENSG00000105467,,,,,,,,
A08_6718,HPA051294,ENSG00000143420,,,,,,,,
A08_6719,HPA059180,ENSG00000166741,,,,,,,,
A08_6720,HPA053261,ENSG00000114346,,,,,,,,
A08_6721,HPA039962,ENSG00000111364,,,,,,,,
A08_6722,HPA042866,ENSG00000005483,,,,,,,,
A08_6724,HPA044903,ENSG00000164978,,,,,,,,
A08_6725,HPA041419,ENSG00000058600,,,,,,,,
A08_6731,HPA041436,ENSG00000126261,,,,,,,,
A08_6734,HPA005525,ENSG00000100462,,,,,,,,
A08_6735,HPA010844,ENSG00000162496,,,,,,,,
A08_6736,HPA027510,ENSG00000169224,,,,,,,,
A08_6745,HPA051647,ENSG00000188486,,,,,,,,
A09_55185977,HPA006145,ENSG00000167380,,,,,,,,
A09_55195978,HPA017071,ENSG00000135636,,,,,,,,
A09_55205980,HPA028858,ENSG00000018869,,,,,,,,
A09_55215982,HPA038800,ENSG00000148737,,,,,,,,
A09_55235979,HPA023605,ENSG00000175931,,,,,,,,
A09_55335984,HPA045607,ENSG00000104967,,,,,,,,
A09_55345985,HPA049729,ENSG00000077463,,,,,,,,
A09_55365987,HPA057299,ENSG00000164941,,,,,,,,
A09_55385989,HPA065721,ENSG00000259120,,,,,,,,
A09_55395990,HPA071709,ENSG00000105176,,,,,,,,
A09_55405991,HPA074630,ENSG00000172262,,,,,,,,
A09_6717,HPA062439,ENSG00000100029,,,,,,,,
A09_6718,HPA056033,ENSG00000125848,,,,,,,,
A09_6719,HPA062031,ENSG00000173889,,,,,,,,
A09_6720,HPA056542,ENSG00000134013,,,,,,,,
A09_6721,HPA044280,ENSG00000172893,,,,,,,,
A09_6722,HPA048267,ENSG00000156958,,,,,,,,
A09_6724,HPA051377,ENSG00000090266,,,,,,,,
A09_6725,HPA048745,ENSG00000092098,,,,,,,,
A09_6731,HPA046746,ENSG00000140534,,,,,,,,
A09_6734,HPA018910,ENSG00000105379,,,,,,,,
A09_6735,HPA011811,ENSG00000128829,,,,,,,,
A09_6736,HPA028118,ENSG00000143774,,,,,,,,
A09_6745,HPA057174,ENSG00000108219,,,,,,,,
A09_75836284,HPA041370,ENSG00000103876,,,,,,,,
A10_55195978,HPA017888,ENSG00000118194,,,,,,,,
A10_55205980,HPA029096,ENSG00000145990,,,,,,,,
A10_55215982,HPA039235,ENSG00000139132,,,,,,,,
A10_55235979,HPA024010,ENSG00000156675,,,,,,,,
A10_55335984,HPA045938,ENSG00000175573,,,,,,,,
A10_55355986,HPA054386,ENSG00000105393,,,,,,,,
A10_55375988,HPA061626,ENSG00000137947,,,,,,,,
A10_55385989,HPA066148,ENSG00000166816,,,,,,,,
A10_55395990,HPA072065,ENSG00000142197,,,,,,,,
A10_55405991,HPA075624,ENSG00000167964,,,,,,,,
A10_6717,HPA069056,ENSG00000025770,,,,,,,,
A10_6718,HPA062087,ENSG00000137714,,,,,,,,
A10_6719,HPA063710,ENSG00000166847,,,,,,,,
A10_6720,HPA061396,ENSG00000124608,,,,,,,,
A10_6721,HPA050138,ENSG00000203791,,,,,,,,
A10_6722,HPA052432,ENSG00000158161,,,,,,,,
A10_6724,HPA056828,ENSG00000119408,,,,,,,,
A10_6725,HPA053149,ENSG00000126821,,,,,,,,
A10_6731,HPA058241,ENSG00000145331,,,,,,,,
A10_6734,HPA029544,ENSG00000211448,,,,,,,,
A10_6735,HPA013386,ENSG00000118363,,,,,,,,
A10_6736,HPA029806,ENSG00000196305,,,,,,,,
A10_6745,HPA068605,ENSG00000145687,,,,,,,,
A10_75836284,HPA042775,ENSG00000277791,,,,,,,,
A11_55185977,HPA007191,ENSG00000115165,,,,,,,,
A11_55195978,HPA018469,ENSG00000115539,,,,,,,,
A11_55205980,HPA029457,ENSG00000075218,,,,,,,,
A11_55215982,HPA039548,ENSG00000108578,,,,,,,,
A11_55245981,HPA035494,ENSG00000123607,,,,,,,,
A11_55335984,HPA046443,ENSG00000122484,,,,,,,,
A11_55345985,HPA050402,ENSG00000142552,,,,,,,,
A11_55355986,HPA054590,ENSG00000178982,,,,,,,,
A11_55365987,HPA057849,ENSG00000203880,,,,,,,,
A11_55395990,HPA072785,ENSG00000157259,,,,,,,,
A11_55405991,HPA076405,ENSG00000100196,,,,,,,,
A11_6717,HPA071605,ENSG00000118513,,,,,,,,
A11_6718,HPA070398,ENSG00000133265,,,,,,,,
A11_6719,HPA066466,ENSG00000175826,,,,,,,,
A11_6720,HPA063742,ENSG00000144554,,,,,,,,
A11_6721,HPA061801,ENSG00000106976,,,,,,,,
A11_6722,HPA059151,ENSG00000167363,,,,,,,,
A11_6724,HPA063344,ENSG00000173418,,,,,,,,
A11_6725,HPA060316,ENSG00000102078,,,,,,,,
A11_6731,HPA063754,ENSG00000175048,,,,,,,,
A11_6734,HPA037559,ENSG00000075975,,,,,,,,
A11_6735,HPA014924,ENSG00000165272,,,,,,,,
A11_6736,HPA031569,ENSG00000120694,,,,,,,,
A11_6745,HPA070608,ENSG00000181291,,,,,,,,
A11_75836284,HPA043524,ENSG00000174943,,,,,,,,
A12_55185977,HPA007643,ENSG00000198898,,,,,,,,
A12_55195978,HPA019080,ENSG00000042493,,,,,,,,
A12_55205980,HPA029768,ENSG00000125356,,,,,,,,
A12_55215982,HPA039774,ENSG00000083812,,,,,,,,
A12_55225983,HPA042692,ENSG00000104889,,,,,,,,
A12_55235979,HPA024517,ENSG00000136193,,,,,,,,
A12_55335984,HPA046717,ENSG00000198848,,,,,,,,
A12_55345985,HPA050628,ENSG00000088833,,,,,,,,
A12_55365987,HPA058378,ENSG00000097096,,,,,,,,
A12_55395990,HPA073505,ENSG00000160781,,,,,,,,
A12_55405991,HPA077719,ENSG00000070770,,,,,,,,
A12_6717,HPA074673,ENSG00000103449,,,,,,,,
A12_6718,HPA075335,ENSG00000135341,,,,,,,,
A12_6719,HPA075875,ENSG00000179776,,,,,,,,
A12_6720,HPA069377,ENSG00000164535,,,,,,,,
A12_6721,HPA066767,ENSG00000175283,,,,,,,,
A12_6722,HPA065409,ENSG00000087299,,,,,,,,
A12_6724,HPA070386,ENSG00000090857,,,,,,,,
A12_6725,HPA064784,ENSG00000082996,,,,,,,,
A12_6731,HPA070799,ENSG00000129353,,,,,,,,
A12_6734,HPA047171,ENSG00000057252,,,,,,,,
A12_6735,HPA035446,ENSG00000093144,,,,,,,,
A12_6736,HPA071297,ENSG00000225830,,,,,,,,
B01_55185977,HPA000524,ENSG00000102057,,,,,,,,
B01_55195978,HPA008419,ENSG00000156970,,,,,,,,
B01_55205980,HPA026111,ENSG00000132688,,,,,,,,
B01_55215982,HPA036304,ENSG00000182670,,,,,,,,
B01_55225983,HPA040004,ENSG00000180881,,,,,,,,
B01_55235979,HPA019678,ENSG00000118939,,,,,,,,
B01_55335984,HPA042903,ENSG00000170775,,,,,,,,
B01_55355986,HPA051103,ENSG00000128923,,,,,,,,
B01_55365987,HPA055052,ENSG00000177732,,,,,,,,
B01_55375988,HPA058559,ENSG00000143190,,,,,,,,
B01_55405991,HPA000834,ENSG00000160211,,,,,,,,
B01_6717,HPA003722,ENSG00000087263,,,,,,,,
B01_6718,HPA003324,ENSG00000155380,,,,,,,,
B01_6719,HPA001933,ENSG00000173546,,,,,,,,
B01_6720,HPA004141,ENSG00000131069,,,,,,,,
B01_6721,HPA002637,ENSG00000105810,,,,,,,,
B01_6722,HPA002017,ENSG00000067829,,,,,,,,
B01_6724,HPA001240,ENSG00000128309,,,,,,,,
B01_6725,HPA003979,ENSG00000113643,,,,,,,,
B01_6731,HPA002815,ENSG00000010256,,,,,,,,
B01_6734,HPA000285,ENSG00000102096,,,,,,,,
B01_6735,HPA005946,ENSG00000124762,,,,,,,,
B01_6736,HPA015801,ENSG00000109685,,,,,,,,
B01_6745,HPA040260,ENSG00000140263,,,,,,,,
B02_55195978,HPA009641,ENSG00000127241,,,,,,,,
B02_55215982,HPA036592,ENSG00000165732,,,,,,,,
B02_55225983,HPA040267,ENSG00000179532,,,,,,,,
B02_55235979,HPA020068,ENSG00000173848,,,,,,,,
B02_55245981,HPA030360,ENSG00000103269,,,,,,,,
B02_55335984,HPA043110,ENSG00000129347,,,,,,,,
B02_55345985,HPA047377,ENSG00000008324,,,,,,,,
B02_55355986,HPA051400,ENSG00000157916,,,,,,,,
B02_55365987,HPA055371,ENSG00000185022,,,,,,,,
B02_55375988,HPA058904,ENSG00000148935,,,,,,,,
B02_55385989,HPA063242,ENSG00000119969,,,,,,,,
B02_55395990,HPA068634,ENSG00000169744,,,,,,,,
B02_55405991,HPA017268,ENSG00000120594,,,,,,,,
B02_6717,HPA016604,ENSG00000100721,,,,,,,,
B02_6718,HPA020215,ENSG00000157388,,,,,,,,
B02_6719,HPA022040,ENSG00000124813,,,,,,,,
B02_6720,HPA020289,ENSG00000115977,,,,,,,,
B02_6721,HPA013620,ENSG00000175040,,,,,,,,
B02_6722,HPA007636,ENSG00000143674,,,,,,,,
B02_6724,HPA018193,ENSG00000151414,,,,,,,,
B02_6725,HPA015257,ENSG00000137275,,,,,,,,
B02_6731,HPA010650,ENSG00000149930,,,,,,,,
B02_6734,HPA001247,ENSG00000179091,,,,,,,,
B02_6735,HPA006564,ENSG00000154229,,,,,,,,
B02_6736,HPA016852,ENSG00000156471,,,,,,,,
B02_6745,HPA041722,ENSG00000105254,,,,,,,,
B02_75836284,HPA005565,ENSG00000144354,,,,,,,,
B02_75846286,HPA055259,ENSG00000105640,,,,,,,,
B03_55185977,HPA001384,ENSG00000165025,,,,,,,,
B03_55195978,HPA010819,ENSG00000095739,,,,,,,,
B03_55215982,HPA036846,ENSG00000164163,,,,,,,,
B03_55225983,HPA040624,ENSG00000021776,,,,,,,,
B03_55235979,HPA020518,ENSG00000006747,,,,,,,,
B03_55245981,HPA030782,ENSG00000196588,,,,,,,,
B03_55335984,HPA043744,ENSG00000172663,,,,,,,,
B03_55345985,HPA047549,ENSG00000196419,,,,,,,,
B03_55355986,HPA051615,ENSG00000104299,,,,,,,,
B03_55365987,HPA055552,ENSG00000123496,,,,,,,,
B03_55375988,HPA059242,ENSG00000156239,,,,,,,,
B03_55395990,HPA068845,ENSG00000166483,,,,,,,,
B03_55405991,HPA031572,ENSG00000102316,,,,,,,,
B03_6717,HPA027011,ENSG00000080189,,,,,,,,
B03_6718,HPA023960,ENSG00000153201,,,,,,,,
B03_6719,HPA031649,ENSG00000185664,,,,,,,,
B03_6720,HPA027555,ENSG00000100479,,,,,,,,
B03_6721,HPA020992,ENSG00000033100,,,,,,,,
B03_6722,HPA017322,ENSG00000197601,,,,,,,,
B03_6724,HPA020952,ENSG00000054148,,,,,,,,
B03_6725,HPA019953,ENSG00000163590,,,,,,,,
B03_6731,HPA021012,ENSG00000138363,,,,,,,,
B03_6734,HPA001506,ENSG00000130985,,,,,,,,
B03_6735,HPA006770,ENSG00000005073,,,,,,,,
B03_6736,HPA017929,ENSG00000100749,,,,,,,,
B03_6745,HPA042828,ENSG00000138663,,,,,,,,
B03_75836284,HPA008398,ENSG00000186198,,,,,,,,
B04_55185977,HPA002109,ENSG00000183354,,,,,,,,
B04_55205980,HPA027169,ENSG00000164649,,,,,,,,
B04_55215982,HPA037474,ENSG00000113119,,,,,,,,
B04_55225983,HPA040830,ENSG00000198826,,,,,,,,
B04_55335984,HPA043888,ENSG00000138796,,,,,,,,
B04_55365987,HPA055861,ENSG00000005339,,,,,,,,
B04_55375988,HPA059518,ENSG00000179008,,,,,,,,
B04_55385989,HPA063731,ENSG00000132466,,,,,,,,
B04_55395990,HPA069364,ENSG00000165501,,,,,,,,
B04_55405991,HPA043922,ENSG00000173599,,,,,,,,
B04_6717,HPA031067,ENSG00000100994,,,,,,,,
B04_6718,HPA030654,ENSG00000147180,,,,,,,,
B04_6719,HPA039723,ENSG00000167994,,,,,,,,
B04_6720,HPA035354,ENSG00000138376,,,,,,,,
B04_6721,HPA026292,ENSG00000118514,,,,,,,,
B04_6722,HPA022904,ENSG00000197448,,,,,,,,
B04_6724,HPA026593,ENSG00000122884,,,,,,,,
B04_6725,HPA023396,ENSG00000120910,,,,,,,,
B04_6731,HPA028387,ENSG00000162607,,,,,,,,
B04_6734,HPA002117,ENSG00000152556,,,,,,,,
B04_6735,HPA007458,ENSG00000130822,,,,,,,,
B04_6736,HPA018944,ENSG00000140105,,,,,,,,
B04_6745,HPA044223,ENSG00000090861,,,,,,,,
B04_75836284,HPA016480,ENSG00000156026,,,,,,,,
B05_55185977,HPA003201,ENSG00000196652,,,,,,,,
B05_55195978,HPA012613,ENSG00000115904,,,,,,,,
B05_55205980,HPA027771,ENSG00000124496,,,,,,,,
B05_55215982,HPA037708,ENSG00000178999,,,,,,,,
B05_55225983,HPA040929,ENSG00000125534,,,,,,,,
B05_55235979,HPA021641,ENSG00000141258,,,,,,,,
B05_55345985,HPA048389,ENSG00000128731,,,,,,,,
B05_55355986,HPA052376,ENSG00000068489,,,,,,,,
B05_55365987,HPA056073,ENSG00000010219,,,,,,,,
B05_55375988,HPA059928,ENSG00000104979,,,,,,,,
B05_55385989,HPA064165,ENSG00000161011,,,,,,,,
B05_55395990,HPA069711,ENSG00000102908,,,,,,,,
B05_55405991,HPA051519,ENSG00000160710,,,,,,,,
B05_6717,HPA041494,ENSG00000060709,,,,,,,,
B05_6718,HPA040881,ENSG00000133706,,,,,,,,
B05_6719,HPA047390,ENSG00000166619,,,,,,,,
B05_6720,HPA037912,ENSG00000159216,,,,,,,,
B05_6721,HPA029196,ENSG00000131100,,,,,,,,
B05_6722,HPA028740,ENSG00000116353,,,,,,,,
B05_6724,HPA035639,ENSG00000079462,,,,,,,,
B05_6725,HPA029863,ENSG00000178537,,,,,,,,
B05_6731,HPA030350,ENSG00000126088,,,,,,,,
B05_6734,HPA002868,ENSG00000117118,,,,,,,,
B05_6735,HPA007912,ENSG00000106541,,,,,,,,
B05_6736,HPA019725,ENSG00000171174,,,,,,,,
B05_6745,HPA047549,ENSG00000196419,,,,,,,,
B06_55185977,HPA003719,ENSG00000166526,,,,,,,,
B06_55195978,HPA013569,ENSG00000118985,,,,,,,,
B06_55205980,HPA028120,ENSG00000134690,,,,,,,,
B06_55215982,HPA037912,ENSG00000159216,,,,,,,,
B06_55225983,HPA041134,ENSG00000189091,,,,,,,,
B06_55235979,HPA022120,ENSG00000114857,,,,,,,,
B06_55345985,HPA048898,ENSG00000010803,,,,,,,,
B06_55355986,HPA052775,ENSG00000248383,,,,,,,,
B06_55365987,HPA056542,ENSG00000134013,,,,,,,,
B06_55375988,HPA060355,ENSG00000070729,,,,,,,,
B06_55385989,HPA064382,ENSG00000125731,,,,,,,,
B06_55395990,HPA070350,ENSG00000188368,,,,,,,,
B06_55405991,HPA055855,ENSG00000147421,,,,,,,,
B06_6717,HPA051746,ENSG00000103353,,,,,,,,
B06_6718,HPA043191,ENSG00000138380,,,,,,,,
B06_6719,HPA052401,ENSG00000196388,,,,,,,,
B06_6720,HPA042589,ENSG00000168710,,,,,,,,
B06_6721,HPA031540,ENSG00000169826,,,,,,,,
B06_6722,HPA035061,ENSG00000099308,,,,,,,,
B06_6724,HPA038524,ENSG00000172890,,,,,,,,
B06_6725,HPA034563,ENSG00000140199,,,,,,,,
B06_6731,HPA036646,ENSG00000163527,,,,,,,,
B06_6734,HPA003479,ENSG00000163435,,,,,,,,
B06_6735,HPA008247,ENSG00000082212,,,,,,,,
B06_6736,HPA022889,ENSG00000181038,,,,,,,,
B06_6745,HPA049032,ENSG00000078747,,,,,,,,
B06_75836284,HPA026685,ENSG00000107295,,,,,,,,
B06_75846286,HPA070455,ENSG00000168918,,,,,,,,
B07_55185977,HPA004742,ENSG00000132792,,,,,,,,
B07_55195978,HPA014745,ENSG00000171492,,,,,,,,
B07_55205980,HPA028346,ENSG00000143452,,,,,,,,
B07_55215982,HPA038246,ENSG00000169180,,,,,,,,
B07_55225983,HPA041478,ENSG00000124074,,,,,,,,
B07_55235979,HPA022918,ENSG00000167183,,,,,,,,
B07_55245981,HPA031847,ENSG00000116039,,,,,,,,
B07_55335984,HPA044938,ENSG00000119729,,,,,,,,
B07_55345985,HPA049232,ENSG00000198919,,,,,,,,
B07_55355986,HPA053261,ENSG00000114346,,,,,,,,
B07_55365987,HPA056994,ENSG00000171848,,,,,,,,
